date,capital,open_value,total_value,open_positions
2024-12-12 05:00:00,1000.0,0.0,1000.0,0
2024-12-13 05:00:00,1000.0,0.0,1000.0,0
2024-12-16 05:00:00,980.4619160151482,19.25643087611116,999.7183468912593,1
2024-12-17 05:00:00,961.313772407103,36.88659270114891,998.2003651082518,2
2024-12-18 05:00:00,972.824259103183,19.158277898531427,991.9825370017144,1
2024-12-19 05:00:00,952.3407333970428,38.9894486333328,991.3301820303756,2
2024-12-20 05:00:00,932.2124693065518,62.53765442947705,994.7501237360289,3
2024-12-23 05:00:00,973.5276793422408,20.71017977154958,994.2378591137905,1
2024-12-24 05:00:00,954.4070593857635,42.4694542590479,996.8765136448114,2
2024-12-26 05:00:00,976.754882564741,18.001190837161122,994.7560734019022,1
2024-12-27 05:00:00,992.2187358366531,0.0,992.2187358366531,0
2024-12-30 05:00:00,992.2187358366531,0.0,992.2187358366531,0
2024-12-31 05:00:00,992.2187358366531,0.0,992.2187358366531,0
2025-01-02 05:00:00,992.2187358366531,0.0,992.2187358366531,0
2025-01-03 05:00:00,992.2187358366531,0.0,992.2187358366531,0
2025-01-06 05:00:00,992.2187358366531,0.0,992.2187358366531,0
2025-01-07 05:00:00,992.2187358366531,0.0,992.2187358366531,0
2025-01-08 05:00:00,992.2187358366531,0.0,992.2187358366531,0
2025-01-10 05:00:00,972.9046511913132,19.035660620391628,991.9403118117048,1
2025-01-13 05:00:00,990.8228911018663,0.0,990.8228911018663,0
2025-01-14 05:00:00,990.8228911018663,0.0,990.8228911018663,0
2025-01-15 05:00:00,971.5807277069115,18.964776157634727,990.5455038645462,1
2025-01-16 05:00:00,971.5807277069115,18.23813785884023,989.8188655657517,1
2025-01-17 05:00:00,971.5807277069115,20.176101107515585,991.7568288144271,1
2025-01-21 05:00:00,991.8516270543854,0.0,991.8516270543854,0
2025-01-22 05:00:00,991.8516270543854,0.0,991.8516270543854,0
2025-01-23 05:00:00,991.8516270543854,0.0,991.8516270543854,0
2025-01-24 05:00:00,991.8516270543854,0.0,991.8516270543854,0
2025-01-27 05:00:00,972.5066332038106,19.066124251037476,991.572757454848,1
2025-01-28 05:00:00,953.5382578251141,39.707531085858236,993.2457889109724,2
2025-01-29 05:00:00,953.5382578251141,36.56242002803759,990.1006778531516,2
2025-01-30 05:00:00,973.6082623057964,18.038513730843658,991.6467760366401,1
2025-01-31 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-03 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-04 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-05 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-06 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-07 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-10 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-11 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-12 05:00:00,989.8501450965937,0.0,989.8501450965937,0
2025-02-13 05:00:00,970.5360645305664,19.03565659988473,989.5717211304511,1
2025-02-14 05:00:00,970.5360645305664,18.740623574334,989.2766881049004,1
2025-02-18 05:00:00,987.4564596033382,0.0,987.4564596033382,0
2025-02-19 05:00:00,987.4564596033382,0.0,987.4564596033382,0
2025-02-20 05:00:00,987.4564596033382,0.0,987.4564596033382,0
2025-02-21 05:00:00,968.1736989323746,19.004788199748425,987.178487132123,1
2025-02-24 05:00:00,984.6661279617686,0.0,984.6661279617686,0
2025-02-25 05:00:00,984.6661279617686,0.0,984.6661279617686,0
2025-02-26 05:00:00,984.6661279617686,0.0,984.6661279617686,0
2025-02-27 05:00:00,965.3898947110883,18.998354876113225,984.3882495872016,1
2025-02-28 05:00:00,946.4973023021256,41.61650247485876,988.1138047769844,2
2025-03-03 05:00:00,958.8445244729834,18.873083313341613,977.717607786325,1
2025-03-04 05:00:00,940.0792897018644,34.97063074625303,975.0499204481174,2
2025-03-05 05:00:00,921.6522924205383,56.88745587748926,978.5397482980276,3
2025-03-06 05:00:00,936.9715959488624,0.0,936.9715959488624,2
2025-03-07 05:00:00,953.6645871657157,0.0,953.6645871657157,1
2025-03-10 04:00:00,968.4061849907765,0.0,968.4061849907765,0
2025-03-11 04:00:00,968.4061849907765,0.0,968.4061849907765,0
2025-03-12 04:00:00,968.4061849907765,0.0,968.4061849907765,0
2025-03-13 04:00:00,968.4061849907765,0.0,968.4061849907765,0
2025-03-14 04:00:00,968.4061849907765,0.0,968.4061849907765,0
2025-03-17 04:00:00,968.4061849907765,0.0,968.4061849907765,0
2025-03-18 04:00:00,949.0876958549334,19.040001617542902,968.1276974724763,1
2025-03-19 04:00:00,930.0804020370172,35.48865518482235,965.5690572218396,2
2025-03-20 04:00:00,930.0804020370172,35.719102239308796,965.7995042763259,2
2025-03-21 04:00:00,946.5044714258316,19.209126028300364,965.713597454132,1
2025-03-24 04:00:00,942.291839196403,19.138538520957145,961.4303777173601,1
2025-03-25 04:00:00,942.291839196403,18.293227990910506,960.5850671873135,1
2025-03-26 04:00:00,942.291839196403,20.788731905718386,963.0805711021213,1
2025-03-27 04:00:00,963.2422142460766,0.0,963.2422142460766,0
2025-03-28 04:00:00,943.7738712276475,19.1876952672258,962.9615664948733,1
2025-03-31 04:00:00,960.0918282705165,0.0,960.0918282705165,0
